antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.0394291420082316,0.0567448430384062,0.0159518764764618,0.40457072266831307,7.129647400636749,0.01371447600206567,1.5841598538597703,0.895030910204993
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),0.0567448430384062,0.0394291420082316,0.0159518764764618,0.2811158798283257,7.129647400636749,0.01371447600206567,1.3361970741019815,0.9114613400197604
frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.0394291420082316,0.0457368305691532,0.0126153771218431,0.3199505867819643,6.995469139432502,0.01081201313432553,1.4032262228052146,0.8922302020522191
frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),0.0457368305691532,0.0394291420082316,0.0126153771218431,0.27582534611288584,6.995469139432502,0.01081201313432553,1.3264353465503975,0.8981278521129988
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),0.0534083436837875,0.0394291420082316,0.0166824967730936,0.3123575011399894,7.9219958951878455,0.014576651605561104,1.396904437384578,0.9230687582677356
frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.0394291420082316,0.0534083436837875,0.0166824967730936,0.4231006794317463,7.9219958951878455,0.014576651605561104,1.640826436376813,0.909635325195232
frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0394291420082316,0.0797106743625337,0.0185821095443364,0.47127856701667564,5.912364570813241,0.015439186045324151,1.740593946503568,0.8649678745897136
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),0.0797106743625337,0.0394291420082316,0.0185821095443364,0.2331194622670326,5.912364570813241,0.015439186045324151,1.2525690909191456,0.9028279588643878
frozenset({'LOVEBIRD HANGING DECORATION WHITE '}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.0279827573609994,0.1329728939869949,0.0126640851416185,0.4525674499564829,3.403456421733178,0.008943136913590525,1.583806271556345,0.7265108238123866
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'LOVEBIRD HANGING DECORATION WHITE '}),0.1329728939869949,0.0279827573609994,0.0126640851416185,0.09523809523809476,3.4034564217331775,0.008943136913590525,1.074334847127316,0.814485548158759
frozenset({'DOTCOM POSTAGE'}),frozenset({'LOVEBIRD HANGING DECORATION WHITE '}),0.0345826940405737,0.0279827573609994,0.0101556221231825,0.29366197183098425,10.494390100393456,0.009187902986955446,1.3761360763184225,0.9371190971341891
frozenset({'LOVEBIRD HANGING DECORATION WHITE '}),frozenset({'DOTCOM POSTAGE'}),0.0279827573609994,0.0345826940405737,0.0101556221231825,0.3629242819843324,10.494390100393456,0.009187902986955446,1.515388640092046,0.9307561166941368
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'LUNCH BAG CARS BLUE'}),0.1329728939869949,0.0503397384379338,0.012177004943864,0.09157509157509156,1.8191411877914052,0.005483184241223576,1.0453921427679196,0.5193494564759416
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.0503397384379338,0.1329728939869949,0.012177004943864,0.24189646831156253,1.8191411877914052,0.005483184241223576,1.1436790224179203,0.47415910140021533
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.0503397384379338,0.0572562772460485,0.0215289447407515,0.4276729559748415,7.469450976300717,0.018646678720255598,1.6472115595371206,0.9120328466822949
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG CARS BLUE'}),0.0572562772460485,0.0503397384379338,0.0215289447407515,0.3760102084219474,7.469450976300717,0.018646678720255598,1.5219163428305489,0.9187240719072436
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.0503397384379338,0.0567448430384062,0.0115925087065585,0.230285437832607,4.058261958302442,0.008735988150303523,1.2254609738778208,0.7935354631158507
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'LUNCH BAG CARS BLUE'}),0.0567448430384062,0.0503397384379338,0.0115925087065585,0.2042918454935619,4.058261958302442,0.008735988150303523,1.1934781064938584,0.7989239071735684
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG CARS BLUE'}),0.0513626068532183,0.0503397384379338,0.0196780399892842,0.38311996206733046,7.610686387250439,0.017092459794802766,1.5394569497574153,0.9156352182122094
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.0503397384379338,0.0513626068532183,0.0196780399892842,0.3909046927914846,7.610686387250438,0.017092459794802766,1.5574531307660013,0.9146489977894544
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0503397384379338,0.0797106743625337,0.0122987749933026,0.24431543299467737,3.065027801464851,0.008286160495181338,1.2178220461540592,0.7094523300614404
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'LUNCH BAG CARS BLUE'}),0.0797106743625337,0.0503397384379338,0.0122987749933026,0.1542926978307359,3.065027801464851,0.008286160495181338,1.1229183656404051,0.7320944257016991
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG CARS BLUE'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.0196780399892842,0.0572562772460485,0.0109593044494776,0.5569306930693076,9.726980513874464,0.009832613136192315,2.1277567820815477,0.915202565992321
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG CARS BLUE'}),0.0216263607803024,0.0503397384379338,0.0109593044494776,0.5067567567567582,10.06673400541328,0.009870639104432788,1.9253386124820029,0.9205715281407914
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.0215289447407515,0.0513626068532183,0.0109593044494776,0.5090497737556574,9.910902209663861,0.009853521724793719,1.9322475934141874,0.9188836067069884
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG  BLACK SKULL.'})",0.0513626068532183,0.0215289447407515,0.0109593044494776,0.21337126600284517,9.91090220966386,0.009853521724793719,1.2438791172644699,0.9477815430957762
frozenset({'LUNCH BAG CARS BLUE'}),"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG  BLACK SKULL.'})",0.0503397384379338,0.0216263607803024,0.0109593044494776,0.2177068214804063,10.066734005413283,0.009870639104432788,1.2506483069060697,0.9484053957019032
frozenset({'LUNCH BAG  BLACK SKULL.'}),"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG CARS BLUE'})",0.0572562772460485,0.0196780399892842,0.0109593044494776,0.19140791152700987,9.726980513874462,0.009832613136192315,1.2123813403393966,0.951682998937972
"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.0491463919534351,0.1329728939869949,0.0105209322714985,0.21407333994053526,1.6099020899813776,0.003985794304431074,1.1031908574616924,0.39842538284000306
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",0.1329728939869949,0.0491463919534351,0.0105209322714985,0.07912087912087913,1.6099020899813776,0.003985794304431074,1.0325498607665562,0.4369462156181636
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG CARS BLUE'}),0.0469545310635396,0.0503397384379338,0.0200189961277124,0.42634854771784186,8.469423182313646,0.01765531731549798,1.6554656277501467,0.9253789388648592
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG WOODLAND'}),0.0503397384379338,0.0469545310635396,0.0200189961277124,0.3976777939042085,8.469423182313646,0.01765531731549798,1.5822851279451098,0.9286775917987007
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.0469545310635396,0.1329728939869949,0.0119821728647621,0.25518672199169956,1.919088276868348,0.00573849298344099,1.1640865323071519,0.5025145641536365
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'LUNCH BAG WOODLAND'}),0.1329728939869949,0.0469545310635396,0.0119821728647621,0.09010989010988951,1.9190882768683477,0.00573849298344099,1.0474291989519062,0.5523693839786595
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.0469545310635396,0.0572562772460485,0.0200920581573756,0.4279045643153526,7.473496093301876,0.01740361650884338,1.6478784201900436,0.9088693492046163
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG WOODLAND'}),0.0572562772460485,0.0469545310635396,0.0200920581573756,0.3509145044661848,7.473496093301876,0.01740361650884338,1.4682895789447044,0.9188009362548243
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.0469545310635396,0.0567448430384062,0.0110810744989162,0.23599585062240572,4.15889511691271,0.008416647003773677,1.2346204634229128,0.796973016506402
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'LUNCH BAG WOODLAND'}),0.0567448430384062,0.0469545310635396,0.0110810744989162,0.195278969957081,4.15889511691271,0.008416647003773677,1.1843178360650406,0.8052450247849275
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG WOODLAND'}),0.0513626068532183,0.0469545310635396,0.0200677041474878,0.39070649596965285,8.320954061727138,0.017655997028493988,1.564181240456803,0.9274581411625357
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.0469545310635396,0.0513626068532183,0.0200677041474878,0.4273858921161809,8.320954061727138,0.017655997028493988,1.656678346002708,0.9231684132206347
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0469545310635396,0.0797106743625337,0.0114950926670076,0.24481327800829836,3.071273451970287,0.0077523153315563215,1.2186248762562046,0.7076285262730703
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'LUNCH BAG WOODLAND'}),0.0797106743625337,0.0469545310635396,0.0114950926670076,0.14421020470516333,3.0712734519702867,0.0077523153315563215,1.1136443483859457,0.73281536780576
"frozenset({'LUNCH BAG WOODLAND', 'LUNCH BAG CARS BLUE'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.0200189961277124,0.0572562772460485,0.0114463846472321,0.571776155717759,9.98626147593659,0.010300171454756228,2.201520852567453,0.9182447641300672
"frozenset({'LUNCH BAG WOODLAND', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG CARS BLUE'}),0.0200920581573756,0.0503397384379338,0.0114463846472321,0.5696969696969667,11.317042705721892,0.010434955694910058,2.2069569458836598,0.9303299363542329
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG WOODLAND'}),0.0215289447407515,0.0469545310635396,0.0114463846472321,0.5316742081447949,11.323171504477921,0.010435503142637257,2.0350053008208415,0.9317450070671319
frozenset({'LUNCH BAG WOODLAND'}),"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG  BLACK SKULL.'})",0.0469545310635396,0.0215289447407515,0.0114463846472321,0.24377593360995717,11.323171504477921,0.010435503142637257,1.2938903940602386,0.9566023343197855
frozenset({'LUNCH BAG CARS BLUE'}),"frozenset({'LUNCH BAG WOODLAND', 'LUNCH BAG  BLACK SKULL.'})",0.0503397384379338,0.0200920581573756,0.0114463846472321,0.2273826802128676,11.317042705721892,0.010434955694910058,1.268296628546463,0.9599619254025982
frozenset({'LUNCH BAG  BLACK SKULL.'}),"frozenset({'LUNCH BAG WOODLAND', 'LUNCH BAG CARS BLUE'})",0.0572562772460485,0.0200189961277124,0.0114463846472321,0.19991492981709816,9.986261475936592,0.010300171454756228,1.2248460074980039,0.9545143648625619
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG WOODLAND'})",frozenset({'LUNCH BAG CARS BLUE'}),0.0200677041474878,0.0503397384379338,0.0107644723703757,0.5364077669902895,10.655751969225099,0.009754269392541325,2.048481820751674,0.9247107944253822
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG CARS BLUE'})",frozenset({'LUNCH BAG WOODLAND'}),0.0196780399892842,0.0469545310635396,0.0107644723703757,0.5470297029702937,11.650200536132385,0.00984049923042928,2.1039910898924985,0.9325146277846913
"frozenset({'LUNCH BAG WOODLAND', 'LUNCH BAG CARS BLUE'})",frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.0200189961277124,0.0513626068532183,0.0107644723703757,0.5377128953771255,10.46895647087728,0.009736244542671907,2.052052466228023,0.9229561514745768
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),"frozenset({'LUNCH BAG WOODLAND', 'LUNCH BAG CARS BLUE'})",0.0513626068532183,0.0200189961277124,0.0107644723703757,0.20957799905168198,10.468956470877282,0.009736244542671907,1.2398199983003306,0.9534512368860519
frozenset({'LUNCH BAG WOODLAND'}),"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG CARS BLUE'})",0.0469545310635396,0.0196780399892842,0.0107644723703757,0.22925311203319332,11.650200536132385,0.00984049923042928,1.2719116681700242,0.9592035190815215
frozenset({'LUNCH BAG CARS BLUE'}),"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG WOODLAND'})",0.0503397384379338,0.0200677041474878,0.0107644723703757,0.21383647798741975,10.655751969225097,0.009754269392541325,1.2464738803243929,0.9541875220622175
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG WOODLAND'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.0200677041474878,0.0572562772460485,0.0109105964297021,0.5436893203883493,9.495715518700992,0.009761594397341861,2.0660128392267434,0.9130113896591269
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG WOODLAND'}),0.0216263607803024,0.0469545310635396,0.0109105964297021,0.504504504504504,10.74453291465739,0.009895140800652076,1.9234190373081272,0.9269765407469834
"frozenset({'LUNCH BAG WOODLAND', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.0200920581573756,0.0513626068532183,0.0109105964297021,0.5430303030303008,10.572483296693795,0.00987861594569282,2.075930634870268,0.9239794919794637
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),"frozenset({'LUNCH BAG WOODLAND', 'LUNCH BAG  BLACK SKULL.'})",0.0513626068532183,0.0200920581573756,0.0109105964297021,0.2124229492650539,10.572483296693797,0.00987861594569282,1.244205809359478,0.954437226311504
frozenset({'LUNCH BAG WOODLAND'}),"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG  BLACK SKULL.'})",0.0469545310635396,0.0216263607803024,0.0109105964297021,0.23236514522821478,10.744532914657388,0.009895140800652076,1.2745299840645772,0.9516119022673591
frozenset({'LUNCH BAG  BLACK SKULL.'}),"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG WOODLAND'})",0.0572562772460485,0.0200677041474878,0.0109105964297021,0.19055720969800016,9.495715518700992,0.009761594397341861,1.2106257632944057,0.949027106321733
frozenset({'VICTORIAN GLASS HANGING T-LIGHT'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.044226881956114,0.1329728939869949,0.0142470957843208,0.3221365638766505,2.422573159219625,0.008366119298595116,1.2790586714212946,0.6143882447870199
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'VICTORIAN GLASS HANGING T-LIGHT'}),0.1329728939869949,0.044226881956114,0.0142470957843208,0.10714285714285653,2.422573159219625,0.008366119298595116,1.0704658922091517,0.677274982912463
